"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RUTHENIUM","*","Buy","%party_code_us%","716","RU","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - SILVER","*","Buy","%party_code_us%","716","AG","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","858","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RUTHENIUM","*","Sell","%party_code_us%","716","RU","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - RHODIUM","*","Sell","%party_code_us%","716","RH","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Sell","%party_code_us%","716","PT","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - SILVER","*","Sell","%party_code_us%","716","AG","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - GOLD","*","Sell","%party_code_us%","716","AU","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Sell","%party_code_us%","716","OS","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - PALLADIUM","*","Sell","%party_code_us%","716","PD","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","*","USD","GBP;EUR;USD;ZAR","*","Metal Rentals - IRIDIUM","*","Sell","%party_code_us%","716","IR","~","~","~","~","~","~","~","4122","4132","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","71602","8250","859","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","AG","~","71602","~","4110","4108","~","410","4122","4132","~","4121","4131","~","~","716","1282","2072","1142","101","104","101","102","103","~","~","71602","8868","872","~","~","Credit","Debit","8848","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","AU","~","71602","~","4110","4107","~","410","4122","4132","~","4121","4131","~","~","716","1281","2071","1141","101","104","101","102","103","~","~","71602","8867","872","~","~","Credit","Debit","8847","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","IR","~","71602","~","4110","4103","~","410","4122","4132","~","4121","4131","~","~","716","1287","2077","1147","101","104","101","102","103","~","~","71602","8863","872","~","~","Credit","Debit","8843","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","OS","~","71602","~","4110","4106","~","410","4122","4132","~","4121","4131","~","~","716","1288","2078","1148","101","104","101","102","103","~","~","71602","8866","872","~","~","Credit","Debit","8846","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","PD","~","71602","~","4110","4102","~","410","4122","4132","~","4121","4131","~","~","716","1284","2074","1144","101","104","101","102","103","~","~","71602","8862","872","~","~","Credit","Debit","8842","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","PT","~","71602","~","4110","4101","~","410","4122","4132","~","4121","4131","~","~","716","1283","2073","1143","101","104","101","102","103","~","~","71602","8861","872","~","~","Credit","Debit","8841","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","RH","~","71602","~","4110","4104","~","410","4122","4132","~","4121","4131","~","~","716","1285","2075","1145","101","104","101","102","103","~","~","71602","8864","872","~","~","Credit","Debit","8844","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_us%","716","RU","~","71602","~","4110","4105","~","410","4122","4132","~","4121","4131","~","~","716","1286","2076","1146","101","104","101","102","103","~","~","71602","8865","872","~","~","Credit","Debit","8845","872","Credit","Debit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","AG","~","71602","~","4110","4108","~","410","4122","4132","~","4121","4131","~","~","716","1282","2072","1142","101","104","101","102","103","~","~","71602","8828","871","~","~","Debit","Credit","8808","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","AU","~","71602","~","4110","4107","~","410","4122","4132","~","4121","4131","~","~","716","1281","2071","1141","101","104","101","102","103","~","~","71602","8827","871","~","~","Debit","Credit","8807","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM US","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%party_code_us%","716","IR","~","71602","~","4110","4103","~","410","4122","4132","~","4121","4131","~","~","716","1287","2077","1147","101","104","101","102","103","~","~","71602","8823","871","~","~","Debit","Credit","8803","871","Debit","Credit","~","~","~","716","3130","311","3920","3381","~","~","716","3131","311","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","PT","~","TRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1273","2073","1143","04","04","01","02","03","~","~","KL5D","8841","872","8392","8623","Debit","Credit","8861","872","Debit","Credit","~","~","%region_ext_bu%","TD","3101","311","3101","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","RH","~","TRAE","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1275","2075","1145","04","04","01","02","03","~","~","KL5E","8844","872","8392","8625","Debit","Credit","8864","872","Debit","Credit","~","~","%region_ext_bu%","TE","3104","311","3104","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","RH","~","TRA","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","005","1275","2075","1145","04","04","01","02","03","~","~","KL5","8844","872","8392","8625","Debit","Credit","8864","872","Debit","Credit","~","~","%region_ext_bu%","T","3104","311","3104","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","RH","~","TRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1275","2075","1145","04","04","01","02","03","~","~","KL5D","8844","872","8392","8625","Debit","Credit","8864","872","Debit","Credit","~","~","%region_ext_bu%","TD","3104","311","3104","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","GL","EUR","USD","EUR","UK FX; SA FX","*","*","*","%customer_code_usd%","00007","EUR","TRAE","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSEU","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","EUR","USD","EUR","UK FX; SA FX","*","*","*","%customer_code_usd%","00007","EUR","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","BSEU","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","EUR","USD","USD","UK FX; SA FX","*","*","*","%customer_code_usd%","00006","USD","TRAD","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSUS","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XRU","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","RU","~","TRAE","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1276","2076","1146","04","04","01","02","03","~","~","KL5E","8845","872","8392","8626","Debit","Credit","8865","872","Debit","Credit","~","~","%region_ext_bu%","TE","3105","311","3105","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","RU","~","TRA","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","005","1276","2076","1146","04","04","01","02","03","~","~","KL5","8845","872","8392","8626","Debit","Credit","8865","872","Debit","Credit","~","~","%region_ext_bu%","T","3105","311","3105","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","RU","~","TRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1276","2076","1146","04","04","01","02","03","~","~","KL5D","8845","872","8392","8626","Debit","Credit","8865","872","Debit","Credit","~","~","%region_ext_bu%","TD","3105","311","3105","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","AG","~","TRAE","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1272","2072","1142","04","04","01","02","03","~","~","KL5E","8828","871","8392","8622","Debit","Credit","8808","871","Debit","Credit","~","~","%region_ext_bu%","TE","3108","311","3108","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","AG","~","TRA","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","005","1272","2072","1142","04","04","01","02","03","~","~","KL5","8828","871","8392","8622","Debit","Credit","8808","871","Debit","Credit","~","~","%region_ext_bu%","T","3108","311","3108","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAG","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","AG","~","TRAD","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1272","2072","1142","04","04","01","02","03","~","~","KL5D","8828","871","8392","8622","Debit","Credit","8808","871","Debit","Credit","~","~","%region_ext_bu%","TD","3108","311","3108","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","AU","~","TRAE","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1271","2071","1141","04","04","01","02","03","~","~","KL5E","8827","871","8392","8621","Debit","Credit","8807","871","Debit","Credit","~","~","%region_ext_bu%","TE","3107","311","3107","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","AU","~","TRA","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","005","1271","2071","1141","04","04","01","02","03","~","~","KL5","8827","871","8392","8621","Debit","Credit","8807","871","Debit","Credit","~","~","%region_ext_bu%","T","3107","311","3107","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","AU","~","TRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1271","2071","1141","04","04","01","02","03","~","~","KL5D","8827","871","8392","8621","Debit","Credit","8807","871","Debit","Credit","~","~","%region_ext_bu%","TD","3107","311","3107","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","IR","~","TRAE","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1277","2077","1147","04","04","01","02","03","~","~","KL5E","8823","871","8392","8627","Debit","Credit","8803","871","Debit","Credit","~","~","%region_ext_bu%","TE","3103","311","3103","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","EUR","USD","USD","UK FX; SA FX","*","*","*","%customer_code_usd%","00006","USD","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","BSUS","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XIR","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","IR","~","TRA","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","005","1277","2077","1147","04","04","01","02","03","~","~","KL5","8823","871","8392","8627","Debit","Credit","8803","871","Debit","Credit","~","~","%region_ext_bu%","T","3103","311","3103","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","IR","~","TRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","KL5D","8823","871","8392","8627","Debit","Credit","8803","871","Debit","Credit","~","~","%region_ext_bu%","TD","3103","311","3103","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","OS","~","TRAE","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1278","2078","1148","04","04","01","02","03","~","~","KL5E","8826","871","8392","8628","Debit","Credit","8806","871","Debit","Credit","~","~","%region_ext_bu%","TE","3106","311","3106","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","OS","~","TRA","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","005","1278","2078","1148","04","04","01","02","03","~","~","KL5","8826","871","8392","8628","Debit","Credit","8806","871","Debit","Credit","~","~","%region_ext_bu%","T","3106","311","3106","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","OS","~","TRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1278","2078","1148","04","04","01","02","03","~","~","KL5D","8826","871","8392","8628","Debit","Credit","8806","871","Debit","Credit","~","~","%region_ext_bu%","TD","3106","311","3106","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Transportation;Shipping Freight","*","Sell","%customer_code_eur%","00007","FREIGHT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KG2E","6501","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TE","3111","311","3111","338","~","~","TVRE","3000","~","~","~","~","~","~","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Metal Rentals - PLATINUM","*","Sell","%customer_code_eur%","00007","PT","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5E","8370","8481","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","EUR","GBP;EUR;USD;ZAR","*","Metal Rentals - OSMIUM","*","Sell","%customer_code_eur%","00007","OS","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","KL5E","8370","8486","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XPD","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","PD","~","TRAE","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1274","2074","1144","04","04","01","02","03","~","~","KL5E","8822","871","8392","8624","Debit","Credit","8802","871","Debit","Credit","~","~","%region_ext_bu%","TE","3102","311","3102","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","PD","~","TRA","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","005","1274","2074","1144","04","04","01","02","03","~","~","KL5","8822","871","8392","8624","Debit","Credit","8802","871","Debit","Credit","~","~","%region_ext_bu%","T","3102","311","3102","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","PD","~","TRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","KL5D","8822","871","8392","8624","Debit","Credit","8802","871","Debit","Credit","~","~","%region_ext_bu%","TD","3102","311","3102","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","PT","~","TRAE","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1273","2073","1143","04","04","01","02","03","~","~","KL5E","8821","871","8392","8623","Debit","Credit","8801","871","Debit","Credit","~","~","%region_ext_bu%","TE","3101","311","3101","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","PT","~","TRA","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","005","1273","2073","1143","04","04","01","02","03","~","~","KL5","8821","871","8392","8623","Debit","Credit","8801","871","Debit","Credit","~","~","%region_ext_bu%","T","3101","311","3101","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","PT","~","TRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1273","2073","1143","04","04","01","02","03","~","~","KL5D","8821","871","8392","8623","Debit","Credit","8801","871","Debit","Credit","~","~","%region_ext_bu%","TD","3101","311","3101","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","RH","~","TRAE","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1275","2075","1145","04","04","01","02","03","~","~","KL5E","8824","871","8392","8625","Debit","Credit","8804","871","Debit","Credit","~","~","%region_ext_bu%","TE","3104","311","3104","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","RH","~","TRA","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","005","1275","2075","1145","04","04","01","02","03","~","~","KL5","8824","871","8392","8625","Debit","Credit","8804","871","Debit","Credit","~","~","%region_ext_bu%","T","3104","311","3104","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","RH","~","TRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1275","2075","1145","04","04","01","02","03","~","~","KL5D","8824","871","8392","8625","Debit","Credit","8804","871","Debit","Credit","~","~","%region_ext_bu%","TD","3104","311","3104","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","GBP","EUR","GBP","UK FX; SA FX","*","*","*","%customer_code_eur%","00005","GBP","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","005","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","GBP","USD","USD","UK FX; SA FX","*","*","*","%customer_code_usd%","00006","USD","TRAD","~","4120","~","~","4101","~","~","~","~","~","~","~","~","BSUS","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","GBP","USD","USD","UK FX; SA FX","*","*","*","%customer_code_usd%","00006","USD","~","~","~","~","~","~","~","4151","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","BSUS","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","GBP","USD","GBP","UK FX; SA FX","*","*","*","%customer_code_usd%","00005","GBP","TRA","~","4120","~","~","4101","~","~","~","~","~","~","~","~","005","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","XRU","EUR","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_eur%","00007","RU","~","TRAE","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1276","2076","1146","04","04","01","02","03","~","~","KL5E","8825","871","8392","8626","Debit","Credit","8805","871","Debit","Credit","~","~","%region_ext_bu%","TE","3105","311","3105","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","GBP","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_gbp%","00005","RU","~","TRA","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","005","1276","2076","1146","04","04","01","02","03","~","~","KL5","8825","871","8392","8626","Debit","Credit","8805","871","Debit","Credit","~","~","%region_ext_bu%","T","3105","311","3105","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","C","Buy","%customer_code_usd%","00006","RU","~","TRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1276","2076","1146","04","04","01","02","03","~","~","KL5D","8825","871","8392","8626","Debit","Credit","8805","871","Debit","Credit","~","~","%region_ext_bu%","TD","3105","311","3105","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
