"JM PMM UK","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%customer_code_usd%","00006","OS","~","TRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1278","2078","1148","04","04","01","02","03","~","~","KL5D","8866","872","8392","8628","Credit","Debit","8846","872","Credit","Debit","~","~","%region_ext_bu%","TD","3106","311","3106","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","AU","~","TRAE","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1271","2071","1141","04","04","01","02","03","~","~","KL5E","8847","872","8392","8621","Debit","Credit","8867","872","Debit","Credit","~","~","%region_ext_bu%","TE","3107","311","3107","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","AU","~","TRA","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","005","1271","2071","1141","04","04","01","02","03","~","~","KL5","8847","872","8392","8621","Debit","Credit","8867","872","Debit","Credit","~","~","%region_ext_bu%","T","3107","311","3107","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","AU","~","TRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1271","2071","1141","04","04","01","02","03","~","~","KL5D","8847","872","8392","8621","Debit","Credit","8867","872","Debit","Credit","~","~","%region_ext_bu%","TD","3107","311","3107","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","IR","~","TRAE","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1277","2077","1147","04","04","01","02","03","~","~","KL5E","8843","872","8392","8627","Debit","Credit","8863","872","Debit","Credit","~","~","%region_ext_bu%","TE","3103","311","3103","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","IR","~","TRA","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","005","1277","2077","1147","04","04","01","02","03","~","~","KL5","8843","872","8392","8627","Debit","Credit","8863","872","Debit","Credit","~","~","%region_ext_bu%","T","3103","311","3103","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XIR","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","IR","~","TRAD","~","4103","4103","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1277","2077","1147","04","04","01","02","03","~","~","KL5D","8843","872","8392","8627","Debit","Credit","8863","872","Debit","Credit","~","~","%region_ext_bu%","TD","3103","311","3103","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","OS","~","TRAE","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1278","2078","1148","04","04","01","02","03","~","~","KL5E","8846","872","8392","8628","Debit","Credit","8866","872","Debit","Credit","~","~","%region_ext_bu%","TE","3106","311","3106","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","OS","~","TRA","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","005","1278","2078","1148","04","04","01","02","03","~","~","KL5","8846","872","8392","8628","Debit","Credit","8866","872","Debit","Credit","~","~","%region_ext_bu%","T","3106","311","3106","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","OS","~","TRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1278","2078","1148","04","04","01","02","03","~","~","KL5D","8846","872","8392","8628","Debit","Credit","8866","872","Debit","Credit","~","~","%region_ext_bu%","TD","3106","311","3106","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","PD","~","TRAE","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1274","2074","1144","04","04","01","02","03","~","~","KL5E","8842","872","8392","8624","Debit","Credit","8862","872","Debit","Credit","~","~","%region_ext_bu%","TE","3102","311","3102","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","PD","~","TRA","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","005","1274","2074","1144","04","04","01","02","03","~","~","KL5","8842","872","8392","8624","Debit","Credit","8862","872","Debit","Credit","~","~","%region_ext_bu%","T","3102","311","3102","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_usd%","00006","PD","~","TRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","KL5D","8842","872","8392","8624","Debit","Credit","8862","872","Debit","Credit","~","~","%region_ext_bu%","TD","3102","311","3102","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","EUR","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_eur%","00007","PT","~","TRAE","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1273","2073","1143","04","04","01","02","03","~","~","KL5E","8841","872","8392","8623","Debit","Credit","8861","872","Debit","Credit","~","~","%region_ext_bu%","TE","3101","311","3101","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","GBP","GBP;EUR;USD;ZAR","*","*","B","Sell","%customer_code_gbp%","00005","PT","~","TRA","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","005","1273","2073","1143","04","04","01","02","03","~","~","KL5","8841","872","8392","8623","Debit","Credit","8861","872","Debit","Credit","~","~","%region_ext_bu%","T","3101","311","3101","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","GL","*","USD","GBP;EUR;USD;ZAR","UK Copper","*","*","*","%customer_code_usd%","00006","CU","TRAD","~","4112","~","4112","4101","~","4151","4151","4111","4141","4141","~","~","BSUS","1291","2080","1150","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","UK Copper","*","B","Buy","%customer_code_usd%","00006","CU","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","BSUS","1291","2080","1150","04","04","01","02","03","~","~","KL5D","8870","872","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","UK Copper","*","B","Sell","%customer_code_usd%","00006","CU","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","BSUS","1291","2080","1150","04","04","01","02","03","~","~","KL5D","8850","872","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XOS","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","OS","~","TRAD","~","4106","4106","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1278","2078","1148","04","04","01","02","03","~","~","KL5D","8806","871","8392","8628","Credit","Debit","8826","871","Credit","Debit","~","~","%region_ext_bu%","TD","3106","311","3106","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","PD","~","TRAE","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1274","2074","1144","04","04","01","02","03","~","~","KL5E","8802","871","8392","8624","Credit","Debit","8822","871","Credit","Debit","~","~","%region_ext_bu%","TE","3102","311","3102","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","PD","~","TRA","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","005","1274","2074","1144","04","04","01","02","03","~","~","KL5","8802","871","8392","8624","Credit","Debit","8822","871","Credit","Debit","~","~","%region_ext_bu%","T","3102","311","3102","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPD","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","PD","~","TRAD","~","4102","4102","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1274","2074","1144","04","04","01","02","03","~","~","KL5D","8802","871","8392","8624","Credit","Debit","8822","871","Credit","Debit","~","~","%region_ext_bu%","TD","3102","311","3102","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","PT","~","TRAE","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1273","2073","1143","04","04","01","02","03","~","~","KL5E","8801","871","8392","8623","Credit","Debit","8821","871","Credit","Debit","~","~","%region_ext_bu%","TE","3101","311","3101","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","PT","~","TRA","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","005","1273","2073","1143","04","04","01","02","03","~","~","KL5","8801","871","8392","8623","Credit","Debit","8821","871","Credit","Debit","~","~","%region_ext_bu%","T","3101","311","3101","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XPT","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","PT","~","TRAD","~","4101","4101","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1273","2073","1143","04","04","01","02","03","~","~","KL5D","8801","871","8392","8623","Credit","Debit","8821","871","Credit","Debit","~","~","%region_ext_bu%","TD","3101","311","3101","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","RH","~","TRAE","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1275","2075","1145","04","04","01","02","03","~","~","KL5E","8804","871","8392","8625","Credit","Debit","8824","871","Credit","Debit","~","~","%region_ext_bu%","TE","3104","311","3104","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","5","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","RH","~","TRA","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","005","1275","2075","1145","04","04","01","02","03","~","~","KL5","8804","871","8392","8625","Credit","Debit","8824","871","Credit","Debit","~","~","%region_ext_bu%","T","3104","311","3104","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRH","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","RH","~","TRAD","~","4104","4104","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1275","2075","1145","04","04","01","02","03","~","~","KL5D","8804","871","8392","8625","Credit","Debit","8824","871","Credit","Debit","~","~","%region_ext_bu%","TD","3104","311","3104","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","EUR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_eur%","00007","RU","~","TRAE","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSEU","1276","2076","1146","04","04","01","02","03","~","~","KL5E","8805","871","8392","8626","Credit","Debit","8825","871","Credit","Debit","~","~","%region_ext_bu%","TE","3105","311","3105","338","~","~","TVRE","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","GBP","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_gbp%","00005","RU","~","TRA","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","005","1276","2076","1146","04","04","01","02","03","~","~","KL5","8805","871","8392","8626","Credit","Debit","8825","871","Credit","Debit","~","~","%region_ext_bu%","T","3105","311","3105","338","~","~","TVR","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","XRU","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00006","RU","~","TRAD","~","4105","4105","~","4101","4151","4151","~","4141","4141","~","~","BSUS","1276","2076","1146","04","04","01","02","03","~","~","KL5D","8805","871","8392","8626","Credit","Debit","8825","871","Credit","Debit","~","~","%region_ext_bu%","TD","3105","311","3105","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","UK Copper","*","C","Buy","%customer_code_usd%","00006","CU","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","BSUS","1291","2080","1150","04","04","01","02","03","~","~","KL5D","8830","871","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM UK","*","SL","EUR","GBP","EUR","UK FX; SA FX","*","*","*","%customer_code_gbp%","00007","EUR","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","BSEU","2420","90305","90307","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","USD","GBP","GBP","UK FX; SA FX","*","*","*","%customer_code_gbp%","00005","GBP","TRA","~","4120","~","~","4101","~","~","~","~","~","~","~","~","005","2420","~","~","90305","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","GL","*","USD","GBP;EUR;USD;ZAR","UK Nickel","*","*","*","%customer_code_usd%","00006","NI","TRAD","~","4111","~","4111","4101","~","4151","4151","4111","4141","4141","~","~","BSUS","1293","2079","1149","04","04","01","02","03","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PMM UK","*","SL","*","USD","GBP;EUR;USD;ZAR","UK Nickel","*","B","Buy","%customer_code_usd%","00006","NI","~","~","~","~","~","~","~","4151","4151","~","4141","4141","~","~","BSUS","1293","2079","1149","04","04","01","02","03","~","~","KL5D","8869","872","~","~","~","~","~","~","~","~","~","~","%region_ext_bu%","TD","3122","311","3122","338","~","~","TVRD","3000","~","~","~","~","1182","20","~","~","~","005","2151","2152","2155","~","~"
"JM PMM HK","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","B","Buy","%party_code_hk%","310","AU","~","~","~","~","~","~","~","~","~","~","~","~","~","~","310","1280","1287","1286","AU","AU","AU","AU","AU","~","~","3101","7512","AU","3101","7515","Credit","Debit","7524","AU","Credit","Debit","~","~","~","31014","3110","AU","31014","3120","~","~","31014","3110","~","~","3120","~","~","~","~","~","~","~","~","~","~","~","~"
"JM PM LTD","*","SL","XAG","ZAR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_zar%","00008","AG","~","TRAR","~","4108","4108","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1272","2072","1142","04","04","01","02","03","~","~","KL5R","8808","871","8392","8622","Credit","Debit","8828","871","Credit","Debit","~","~","%region_ext_bu%","TR","3108","311","3108","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAU","USD","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_usd%","00009","AU","~","RTRAD","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","RBSUS","1271","2071","1141","04","04","01","02","03","~","~","RKL5D","8807","871","8392","8621","Credit","Debit","8827","871","Credit","Debit","~","~","R+%region_ext_bu%","TD","3107","311","3107","338","~","~","RTVRD","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
"JM PM LTD","*","SL","XAU","ZAR","GBP;EUR;USD;ZAR","*","*","C","Sell","%customer_code_zar%","00008","AU","~","TRAR","~","4107","4107","~","4101","4151","4151","~","4141","4141","~","~","BSRA","1271","2071","1141","04","04","01","02","03","~","~","KL5R","8807","871","8392","8621","Credit","Debit","8827","871","Credit","Debit","~","~","%region_ext_bu%","TR","3107","311","3107","338","~","~","TVRR","3000","~","~","~","~","1182","20","~","~","~","BSRA","2151","2152","2155","~","~"
