o_rule_id,o_scenario_id,mode,ins_type,buy_sell,tran_status,trade_type,event_type,settle_currency,from_currency,to_currency,ext_bu_jm_group,cpy_is_jm_group,int_bu,cflow_type,internal_portfolio,reverse_gl,para_postion,swap_type,o_account_type,o_item_type,o_document_type,o_account_number,o_reversal_code,o_cost_center,o_event_num_grouping,o_doc_ccy_amount,o_doc_ccy_base_amount,o_doc_ccy_base_currency,o_doc_ccy_tax_amount,o_doc_ccy_tax_currency,o_partner_code,o_partner_type,o_partner_code_ccy,o_int_bu_ccy,o_grouping_item,o_value_date,o_grouping_document,o_free_int_col2,o_baseline_date,o_buy_sell_note,o_doc_posting_date
463,SID0142,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135700, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
464,SID0142,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135700, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,*,*,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
465,SID0142,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
466,SID0142,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
467,SID0142,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,410008, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
468,SID0142,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XOS,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,410000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,*,*,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
469,SID0143,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135100, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
470,SID0143,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135100, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
471,SID0143,SL,FX,Sell,Validated,Hedged,Tax Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135100, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
472,SID0143,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
473,SID0143,SL,FX,Sell,Validated,Hedged,Tax Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
474,SID0143,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,410002, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
475,SID0143,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DR,410000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
476,SID0144,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135100, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
477,SID0144,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135100, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
478,SID0144,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135100, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
479,SID0144,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
480,SID0144,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
481,SID0144,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,410002, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
482,SID0144,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAG,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,410000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
483,SID0145,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
484,SID0145,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135000, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
485,SID0145,SL,FX,Sell,Validated,Hedged,Tax Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,135000, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
486,SID0145,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
487,SID0145,SL,FX,Sell,Validated,Hedged,Tax Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
488,SID0145,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,410001, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
489,SID0145,SL,FX,Sell,Validated,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DR,410000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
490,SID0146,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
491,SID0146,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135000, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
492,SID0146,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,135000, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
493,SID0146,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
494,SID0146,SL,FX,Sell,Cancelled,Hedged,Tax Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
495,SID0146,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,410001, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,3,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
496,SID0146,SL,FX,Sell,Cancelled,Hedged,Cash Settlement,CNY; USD,XAU,CNY; USD,No,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,410000, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,4,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
497,SID0147,SL,FX,Buy,Validated,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
498,SID0147,SL,FX,Buy,Validated,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DR,136200, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
499,SID0148,SL,FX,Buy,Cancelled,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,136200,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
500,SID0148,SL,FX,Buy,Cancelled,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
501,SID0149,SL,FX,Buy,Validated,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
502,SID0149,SL,FX,Buy,Validated,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DR,136300, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
503,SID0150,SL,FX,Buy,Cancelled,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DA,136300,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
504,SID0150,SL,FX,Buy,Cancelled,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
505,SID0151,SL,FX,Sell,Validated,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
506,SID0151,SL,FX,Sell,Validated,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,136200, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
507,SID0152,SL,FX,Sell,Cancelled,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,136200,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
508,SID0152,SL,FX,Sell,Cancelled,Financial,Cash Settlement,CNY; USD,XPT,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
509,SID0153,SL,FX,Sell,Validated,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
510,SID0153,SL,FX,Sell,Validated,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,DR,136300, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
511,SID0154,SL,FX,Sell,Cancelled,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,DA,136300,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
512,SID0154,SL,FX,Sell,Cancelled,Financial,Cash Settlement,CNY; USD,XPD,CNY; USD,*,*,JM PMM CN,*,*,*,*,*,CustomerInvoice,Credit,DA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%metal_value_date%,0,0,%sl_payment_date%,%buy_sell%,*
513,SID0155,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750703, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
514,SID0155,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750703, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
515,SID0155,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750703, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
516,SID0155,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
517,SID0155,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
518,SID0156,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750703,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
519,SID0156,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750703,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
520,SID0156,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750703,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
521,SID0156,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
522,SID0156,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XPT,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
523,SID0157,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750704, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
524,SID0157,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750704, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
525,SID0157,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750704, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
526,SID0157,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
527,SID0157,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
528,SID0158,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750704,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
529,SID0158,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750704,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
530,SID0158,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750704,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
531,SID0158,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
532,SID0158,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XPD,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
533,SID0159,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750705, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
534,SID0159,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750705, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
535,SID0159,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Debit,KR,750705, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
536,SID0159,SL,LOAN-ML,Buy,Validated,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
537,SID0159,SL,LOAN-ML,Buy,Validated,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
538,SID0160,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750705,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
539,SID0160,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750705,Z2,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
540,SID0160,SL,LOAN-ML,Buy,Cancelled,*,Tax Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,GeneralLedger,Credit,KA,750705,Z2,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
541,SID0160,SL,LOAN-ML,Buy,Cancelled,*,Cash Settlement,CNY,XIR,CNY,*,*,JM PMM CN,*,*,*,*,*,VendorInvoice,Debit,KA, ,Z2,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%metal_value_date%,0,0,%metal_value_date%,%buy_sell%,*
