o_rule_id,o_scenario_id,mode,ins_type,buy_sell,tran_status,trade_type,event_type,settle_currency,from_currency,to_currency,ext_bu_jm_group,cpy_is_jm_group,int_bu,cflow_type,internal_portfolio,reverse_gl,para_postion,swap_type,o_account_type,o_item_type,o_document_type,o_account_number,o_reversal_code,o_cost_center,o_event_num_grouping,o_doc_ccy_amount,o_doc_ccy_base_amount,o_doc_ccy_base_currency,o_doc_ccy_tax_amount,o_doc_ccy_tax_currency,o_partner_code,o_partner_type,o_partner_code_ccy,o_int_bu_ccy,o_grouping_item,o_value_date,o_grouping_document,o_free_int_col2,o_baseline_date,o_buy_sell_note,o_doc_posting_date
972,SID0249,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,GeneralLedger,Debit,DA,750705, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
973,SID0249,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,GeneralLedger,Debit,DA,750705, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
974,SID0249,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
975,SID0249,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
976,SID0250,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,GeneralLedger,Credit,KA,750705, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
977,SID0250,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,GeneralLedger,Credit,KA,750705, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
978,SID0250,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,GeneralLedger,Credit,KA,750705, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
979,SID0250,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
980,SID0250,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - IRIDIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
981,SID0251,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,DR,750706, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
982,SID0251,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,DR,750706, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
983,SID0251,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,DR,750706, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
984,SID0251,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
985,SID0251,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
986,SID0252,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
987,SID0252,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
988,SID0252,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,KR,750706, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
989,SID0252,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
990,SID0252,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
991,SID0253,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,DA,750706, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
992,SID0253,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,DA,750706, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
993,SID0253,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Debit,DA,750706, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
994,SID0253,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
995,SID0253,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
996,SID0254,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,KA,750706, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
997,SID0254,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,KA,750706, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
998,SID0254,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,GeneralLedger,Credit,KA,750706, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
999,SID0254,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1000,SID0254,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RHODIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1001,SID0255,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,DR,750707, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1002,SID0255,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,DR,750707, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1003,SID0255,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,DR,750707, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1004,SID0255,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1005,SID0255,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1006,SID0256,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1007,SID0256,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1008,SID0256,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,KR,750707, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1009,SID0256,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1010,SID0256,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1011,SID0257,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,DA,750707, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1012,SID0257,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,DA,750707, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1013,SID0257,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Debit,DA,750707, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1014,SID0257,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1015,SID0257,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1016,SID0258,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,KA,750707, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1017,SID0258,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,KA,750707, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1018,SID0258,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,GeneralLedger,Credit,KA,750707, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1019,SID0258,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1020,SID0258,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - RUTHENIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1021,SID0259,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,DR,750708, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1022,SID0259,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,DR,750708, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1023,SID0259,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,DR,750708, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1024,SID0259,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1025,SID0259,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1026,SID0260,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1027,SID0260,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1028,SID0260,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,KR,750708, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1029,SID0260,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1030,SID0260,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1031,SID0261,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,DA,750708, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1032,SID0261,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,DA,750708, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1033,SID0261,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Debit,DA,750708, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1034,SID0261,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1035,SID0261,SL,CASH,Buy,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,CustomerInvoice,Credit,DA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1036,SID0262,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,KA,750708, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1037,SID0262,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,KA,750708, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1038,SID0262,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,GeneralLedger,Credit,KA,750708, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1039,SID0262,SL,CASH,Sell,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1040,SID0262,SL,CASH,Sell,Cancelled,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - OSMIUM,*,*,*,*,VendorInvoice,Debit,KA, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1041,SID0263,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Credit,DR,750702, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1042,SID0263,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Credit,DR,750702, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1043,SID0263,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Credit,DR,750702, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
1044,SID0263,SL,CASH,Buy,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1045,SID0263,SL,CASH,Buy,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,CustomerInvoice,Debit,DR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,2,%trade_date%,0,0,%settle_date%,Receive,*
1046,SID0264,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1047,SID0264,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%, ,%settle_amount%,%settle_currency_id%, , ,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1048,SID0264,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,KR,750702, ,109999,%event_num%, , , ,%settle_amount%,%settle_currency_id%,%party_code_cn_creditor%,Vendor,,,1,%trade_date%,0,0,%settle_date%,Pay,*
1049,SID0264,SL,CASH,Sell,Validated,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1050,SID0264,SL,CASH,Sell,Validated,*,Tax Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,VendorInvoice,Credit,KR, , ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_creditor%,Vendor,,,2,%trade_date%,0,0,%settle_date%,Pay,*
1051,SID0265,SL,CASH,Buy,Cancelled,*,Cash Settlement,CNY,*,CNY,No,*,JM PMM CN,Metal Rentals - SILVER,*,*,*,*,GeneralLedger,Debit,DA,750702, ,109999,%event_num%,%settle_amount%, , , , ,%party_code_cn_debtor%,Customer,,,1,%trade_date%,0,0,%settle_date%,Receive,*
